,標題,看板名稱
94,[新聞] 從嚼口香糖看出不對勁 洪總說明1局就換下,Baseball
95,[新聞] 日職季後賽》阪神防禦率王村上領銜非贏,Baseball
96,[分享] 今日台東人數,Baseball
97,Re: [新聞] 從嚼口香糖看出不對勁 洪總說明1局就換下,Baseball
98,[情報] 韓職例行賽票房結算(進場人次史上第三高,Baseball
99,[討論] 東部賽事一定要讓地方政府包票嗎,Baseball
100,[討論] 兄弟是不是該開除東哥了,Baseball
101,[討論] 大樹為什麼不阻止鄭浩均呢？,Baseball
102,[新聞] 李振昌一軍隨隊穩定牛棚軍心 恰總要找,Baseball
103,[分享] 來日本出公差兼觀光的Nootbaar,Baseball
104,[討論] 富邦今天算1.5軍了吧,Baseball
105,[分享] 今日陳柏清 二軍冠軍戰7局失2分,Baseball
106,[新聞] 師徒對決成焦點 中職二軍總冠軍戰同時萬,Baseball
107,[情報] CPBL 10/17球員異動,Baseball
108,[討論] 二軍冠軍有什麼好處嗎？,Baseball
109,[新聞] 李振昌車禍後首度一軍隨隊　恰總讓他上來,Baseball
110,[新聞] 中信兄弟下半季冠淘汰指數剩1 恰總：贏,Baseball
111,[新聞] 拿下G1！紀慶然代打建功 台鋼雄鷹隊史季,Baseball
112,[情報] 阪神岡田監督提案：禁止公告一指人選,Baseball
113,[分享] Bryce Harper 全壘打插畫創作,Baseball
114,[新聞] 已有打挑戰賽心理準備 餅總要找可用之兵,Baseball
115,[新聞] 原預定讓陳韻文本周回一軍 餅總憂心：比,Baseball
116,[新聞] MLB／沉睡的巨人要清醒了？想在自由市場M,Baseball
117,[LIVE] CPBL例行賽#170 統一 VS 中信兄弟 @台東,Baseball
118,[分享] 林益全&蔣智賢至10/17賽前成績,Baseball
119,[新聞] 中職》統一牛棚屋漏偏逢連夜雨 陳韻文延,Baseball
120,[分享] 斉藤和巳推特,Baseball
121,[新聞] 女黑豹黃曼凌燃燒近百球飆8K 三振男生直,Baseball
122,[新聞] WZH-日職／王柏融是否留在日本發展！火腿,Baseball
123,[討論] 富邦二軍冠軍賽給血郭先發的用意是？,Baseball
124,[討論] 常常有滿壘計的原因是什麼？,Baseball
125,[新聞] 黑豹旗／會怕曬黑嗎？女黑豹黃小倢秀色差：這樣才帥！,Baseball
126,[分享] 洪一中出場對裁判比眼睛抗議,Baseball
127,[分享] 內壢高中 黃曼凌highlight,Baseball
128,[新聞] 今天不能「書」!台鋼雄鷹的拚冠標語很有,Baseball
129,[情報] CPBL明日先發投手,Baseball
130,[新聞] 洪總肯定交易帶來好的影響 「這也是當初,Baseball
131,[討論] 恰總的輪休就是笑話吧,Baseball
132,[討論] 岳少華中一日丟2軍是什麼概念？,Baseball
133,[新聞] SPC-山本由伸自由市場上超搶手 道奇、洋,Baseball
134,[新聞] 遊騎兵終結者勒克萊爾跨局沒問題　「感激,Baseball
135,[新聞] 重返夢想的起點 鄭浩均請纓回一軍明先發,Baseball
136,[分享] 阪神、歐力士發起群眾募款（11/23冠軍遊,Baseball
137,[分享] MLB史上季後賽wRC+ Top 30（最少100PA）,Baseball
138,[情報] 軟銀高層：不太可能給Bauer橫濱的自由度,Baseball
139,[新聞] WCY-就是挺恰總！鄭浩均本季尚未關機　,Baseball
140,[公告] Baseball 板 開始舉辦樂透!,Baseball
141,[新聞] 道奇不只搶大谷翔平！山本由伸列為補強,Baseball
142,Re: [新聞] 「除了戰績、其他都頂」 悍將空轉7年,Baseball
143,[新聞] 竹工謝承佑鐵支猛打!自曝李多慧鐵粉:韓,Baseball
144,[分享] 台鋼北伐首戰富邦二軍 陳柏清對上郭俊麟,Baseball
145,Re: [專欄] 「除了戰績、其他都頂」 悍將空轉7年,Baseball
146,[LIVE] CPBL二軍冠軍賽 G1 台鋼 vs 富邦 @嘉市,Baseball
147,Re: [分享] 麥卡貝全體注意 富邦Part,Baseball
148,[問題] 林振瑋打全運會？,Baseball
149,[新聞] 富邦二軍冠軍賽首戰派郭俊麟先發 洪總笑回,Baseball
150,[情報] NPB高潮系列賽 10/18 預告先發,Baseball
151,[新聞] 二軍總冠軍賽上演洪總VS.鋒總「師徒對決,Baseball
152,[分享] Roberto Osuna完全否認他拒絕投第二局,Baseball
153,[討論] 請問富邦2018選秀是在幹嘛,Baseball
154,[分享]富邦二軍滿壘大中計,Baseball
155,[新聞] 遊騎兵賈西亞打擊區上側手翻 P上平衡木,Baseball
156,[新聞] 中職》王柏融驚喜「亂入」台鋼聚餐 藍寅,Baseball
157,[分享] 今日遊騎兵的Adolis  Garcia使出側翻的,Baseball
158,[分享] Roberto Osuna 親自回覆他拒絕續投傳言,Baseball
159,[新聞] 孫易磊成火腿海外業餘簽約第一人 稻葉篤,Baseball
160,[專欄] 「除了戰績、其他都頂」 悍將空轉7年的,Baseball
161,[新聞] WCY 天使樂觀留下大谷？外媒認為該換新球衣,Baseball
162,[分享] 今日Trea Turner,Baseball
163,Fw: [新聞] IOC批準洛杉磯奧運新增五大項 棒壘球回歸,Baseball
164,Re: [新聞] 「除了戰績、其他都頂」 悍將空轉7年,Baseball
165,Re: [新聞] 大巨蛋11月試打兩場比賽 月中開放1萬,Baseball
166,Re: [新聞] 「除了戰績、其他都頂」 悍將空轉7年的,Baseball
167,[問題] 當年的雷公只剩下FALA嗎？,Baseball
168,[情報] 天使隊將Jared Walsh等6人移出名單,Baseball
169,[分享] 中職歷史雙殺打排名（生涯100次以上）,Baseball
170,[新聞] 費城三轟棒打響尾蛇，國聯冠軍賽首戰告捷,Baseball
171,[新聞] 史上首位女總管伍佩琴與老闆理念不合，拒,Baseball
172,Re: [專欄] 「除了戰績、其他都頂」 悍將空轉7年,Baseball
173,[新聞] Nathan Eovaldi「滿壘計」剋太空人，遊騎,Baseball
174,[討論] 富邦跟味全的建隊特色是什麼？,Baseball
175,[分享] 麥卡貝全體注意 富邦Part,Baseball
176,[新聞] 延平「女黑豹」張子文飆三振！校方曝艱,Baseball
177,[分享] 藏族華旦才讓在澳洲SUPER LEAGUE 投球影片,Baseball
178,[分享] 今日Yordan Alvarez 雙響砲,Baseball
179,Re: [情報] 馬林魚總管Kim Ng離職,Baseball
180,[新聞] 黑豹旗嬌點！淡江女投竟是「台鋼啦啦隊練,Baseball
181,Re: [情報] Kyle Schwarber本季首局首打席揮第一球,Baseball
182,[新聞] WCY 棒球重返洛杉磯奧運　哈波表態參戰,Baseball
183,[情報] 今江敏晃接任東北樂天監督,Baseball
184,[閒聊] 張閔勛的傳球,Baseball
185,[討論] 猿鷹交易案三位選手 台鋼二軍成績,Baseball
186,[分享] 軟銀五洋將退團,Baseball
187,[新聞] 天使續約大谷翔平樂觀其成 紐媒提3大疑,Baseball
188,[討論] 與Kyle Schwarber的初識,Baseball
189,[討論] 全家取今天球票的球迷請注意,Baseball
190,[新聞] 盼大聯盟放行球員出征奧運 哈波想打「但,Baseball
191,[情報]  今日Bryce Harper(本壘吹生日蠟燭）,Baseball
192,[新聞] SPC-MLB》賽前還在對抗病毒！太空人重砲,Baseball
193,[分享] 明日MLB NLCS G2 先發投手,Baseball
194,[分享] 今日Zac Gallen,Baseball
195,[問題] 大聯盟季後賽有投球計時器嗎,Baseball
196,[新聞] 孫易磊旅日 學長鄭凱文畫重點  ,Baseball
197,[分享] 藤岡裕大擊出3分砲時的佐佐木朗希,Baseball
198,[分享]  今日Jose Leclerc 救援成功,Baseball
199,[分享] Bryce Harper希望能代表美國打洛杉磯奧運,Baseball
200,[情報] 今日Framber Valdez,Baseball
201,[分享] ALCS TEX ＠ HOU G2 Box,Baseball
202,[新聞] WCY-王威晨周日對悍將6局失誤取消,Baseball
203,[新聞] 孫易磊 明年會有台灣隊友嗎？,Baseball
204,[LIVE] 10/17 2023年黑豹旗預賽,Baseball
205,[新聞] 大巨蛋11月試打兩場比賽 月中開放1萬人,Baseball
206,[討論] 我給太空人尊重，這次一定沒有作弊,Baseball
207,[炸裂] Kyle Schwarber & Bryce Harper,Baseball
208,[分享] Max Scherzer 將擔任美聯冠軍戰G3先發,Baseball
209,[情報] Kyle Schwarber本季首局首打席揮第一球,Baseball
210,[炸裂] Nick Castellanos,Baseball
211,[新聞] SPC-整季報銷的費城人重砲有望回歸？ ,Baseball
212,[新聞] 稻葉篤紀與孫易磊第１個話題：從王建民伸,Baseball
213,Re: [討論] 今年季後賽跟台灣大賽票價會創新高嗎,Baseball
214,[分享] 軟銀調查山川穗高 西川龍馬 山崎福也,Baseball
215,[分享] 太空人Yordan Alvarez 身體不適,Baseball
216,[分享] 軟銀森唯斗明年不在球團構想內,Baseball
217,[LIVE] (MLB) TEX @ HOU 2023美聯冠軍系列戰 G2,Baseball
218,[情報] 軟銀考慮讓前教練倉野信次回任,Baseball
219,[炸裂] Yordan Alvarez,Baseball
220,[炸裂] Jonah Heim,Baseball
221,[新聞] 季後賽第3席 猿象5天4戰割喉,Baseball
222,[情報] 鼓人滿壘大中計,Baseball
223,[LIVE] (MLB) ARI @ PHI 2023國聯冠軍系列戰 G1,Baseball
224,[炸裂] Yordan Alvarez,Baseball
225,[新聞] 中職》「神交易」成為戰績催化劑 台鋼隊,Baseball
226,[新聞] 棒球》大巨蛋11月測試賽 亞錦賽可望這,Baseball
227,[新聞] SPC-10下追平轟+再見安！羅德戲劇性大逆,Baseball
228,[分享] MLB排名,Baseball
229,[分享] NPB戰績,Baseball
230,[情報] Bryce Harper 31歲生日,Baseball
231,[新聞] 育達李昕諺偶像山本由伸 欣賞他協調性、危,Baseball
232,[分享] Trevor Bauer案,Baseball
233,[分享] 李灝宇 亞歷桑納秋季聯盟連兩戰安打,Baseball
234,[分享] 2023年黑豹旗10/16戰績 + 10/17預賽賽程,Baseball
235,[新聞] SPC-女力投速球 LOLO樓樓開球秀終於登場,Baseball
236,[新聞] 國際奧會通過　棒球重返洛杉磯奧運,Baseball
237,Re: [新聞] 黑豹旗／女黑豹張子文對穀保飆K 穀保球,Baseball
238,[新聞] 稻葉篤紀再稱孫易磊是台灣的寶貝　將傾,Baseball
239,[分享] 讀賣巨人隊 公布2024年球季教練團,Baseball
240,[新聞] 致命跑壘失誤怎發生？Altuve：就沒踩到…,Baseball
241,[新聞] 「薛蛇」牛棚待命，暫定美聯冠軍賽G3先發,Baseball
242,[分享] 韓職10/16結果(斗山第5 明壓軸老三之爭),Baseball
243,[分享] 軟銀明天召開藤本博史離職記者會,Baseball
244,[新聞] 跳接美技致勝　遊騎兵隊友：感謝上帝有Carter,Baseball
245,[新聞] 國聯冠軍戰明開打　2隊教頭36年前1A隊友,Baseball
246,[新聞] SPC-MLB》才剛重返季後賽！ 史上首位亞裔女總管與馬林魚分道,Baseball
247,[問題] Stanton用棒尾轟全壘打,Baseball
248,[情報] 馬林魚總管Kim Ng離職,Baseball
249,"Re: [討論] 全年第一,但沒有半季冠軍",Baseball
250,[分享] 安田尚憲再見安打,Baseball
251,[公告] Baseball 樂透開獎,Baseball
252,[討論] 藤本鐵定要下台了吧?,Baseball
253,[問題] 藤本博史是不是挺保護守護神的,Baseball
254,[分享] 今日NPB觀眾人數 CS首輪Game3,Baseball
255,[新聞] 淡江林建廷挨球吻名留隊史 難忘那年「洪,Baseball
256,[情報] 千葉羅德海洋隊晉級洋聯決賽,Baseball
257,[分享] NPB高潮系列賽 賽程 / 日本一時間確定,Baseball
258,[情報] Deurne Spartans拿下比利時聯賽冠軍,Baseball
259,[分享] 軟銀會長王貞治:比賽不到最後不知道結果,Baseball
260,[新聞] 孫易磊4年合約加盟火腿 霸氣拚「一年內,Baseball
261,[新聞] XBX-日本火腿持續有台將重視台灣市場？,Baseball
262,[分享] 小久保裕紀將接任軟銀一軍監督,Baseball
263,[新聞] 日職》親自見識孫易磊速球感到震撼 稻葉,Baseball
264,[新聞] WCY-火腿一句話打動孫易磊　家人來回機,Baseball
265,[新聞] WCY-培養下一個大谷翔平！火腿不排斥,Baseball
266,[新聞] 明天再輸下半季就打包 兄弟推鄭凱文台東,Baseball
267,[討論] 如何降低整體投手三振率？,Baseball
268,[新聞] 神之右手忠告大谷翔平：棒球界有黑暗面 ,Baseball
269,[新聞] Trevor Bauer列出三點加盟球隊條件,Baseball
270,Re: [討論] 如何降低整體投手三振率？,Baseball
271,[新聞] 中信盃黑豹旗／淡江嬌點汪以馨登板引轟動,Baseball
272,[情報] 富邦悍將fb 伍茲搭機離台,Baseball
273,"[討論] 全年第一,但沒有半季冠軍",Baseball
274,[新聞] WCY-中信盃黑豹旗／延平女投手飆K續集 穀,Baseball
275,[分享] 2023中職wRC+ ~10/15,Baseball
276,[情報] 三森大貴傷退,Baseball
277,[新聞] 太空人首戰遭完封 韋蘭德喊:明天再擱來,Baseball
278,[分享] 2023中職ERA+ ~10/15,Baseball
279,Re: [討論] 盜壘戰術的運用-中職應該要更大膽的盜,Baseball
280,[分享] 孫易磊 年薪600萬日圓,Baseball
281,[炸裂] 藤岡裕大,Baseball
282,[分享] 賽後訪問影片，撈哥：有點太確信了,Baseball
283,[炸裂] 楊佾,Baseball
284,[新聞] SPC-日職》前塞揚強投鮑爾季後成自由身,Baseball
285,[LIVE] 孫易磊加盟日本火腿記者會,Baseball
286,[新聞] 黑豹旗／潮州正妹球經超吸睛！自曝非單身　理想型許光漢,Baseball
287,[情報] CPBL明日先發投手,Baseball
288,[情報] 棒球確定成為2028洛杉磯奧運正式項目,Baseball
289,[新聞] 台灣大賽票價創新高？龍迷淚推：等了20,Baseball
290,[新聞] 遊騎兵菜鳥卡特讓阿土伯嚇傻的超美技　,Baseball
291,[LIVE] NPB 軟銀 v 羅德　 洋聯CS首輪Game3,Baseball
292,[新聞] WCY-孫易磊加盟日本火腿合約曝光！簽約金,Baseball
293,[新聞] WCY 王柏融、曾峻岳?孫易磊還有台灣隊友,Baseball
294,[情報] CPBL 10/16球員異動,Baseball
295,[新聞] 仍有「遠程目標」 孫易磊談選擇火腿隊關鍵,Baseball
296,[新聞] 橫濱OB高木豐點評央聯CS第一輪監督調度,Baseball
297,[情報] 黑豹旗官網球隊投票遭受惡意灌票程式干擾,Baseball
298,[情報] 對李政厚有興趣的七隻隊伍,Baseball
299,[討論] Evan Carter是第一次在美粒果球場守備,Baseball
300,[分享] ALCS TEX ＠ HOU G1 Box,Baseball
301,[新聞] WCY-孫易磊旅日不怕被改動作　國中開始執行大,Baseball
302,[公告] Baseball 樂透開獎,Baseball
303,[情報] 橫濱DeNA Soto、Escobar預計退團,Baseball
304,[討論] 今年季後賽跟台灣大賽票價會創新高嗎,Baseball
305,[新聞] 昔被洋基稱扛不起季後賽 A-Rod：蒙哥馬利,Baseball
306,[公告] Baseball 板 開始舉辦樂透!,Baseball
307,[新聞] 搶季冠關鍵戰 林子偉休兵,Baseball
308,[分享] 10年條粉站出來！！我條威武！！發錢,Baseball
309,[專欄] 長江後浪推前浪，皇家 Freddy Fermin崛起,Baseball
310,[新聞] 還有６隊未贏過世界大賽，遊騎兵力拚翻轉,Baseball
311,Re: [討論] 今年季後賽跟台灣大賽票價會創新高嗎,Baseball
312,[新聞] 大巨蛋進度 北市府：11月閉門和萬人棒賽,Baseball
313,Re: [討論] 今年季後賽跟台灣大賽票價會創新高嗎,Baseball
314,[新聞] 大谷翔平自由球員爭奪戰 賭盤依舊最看,Baseball
315,[新聞] 鄉親面前登板！響尾蛇加倫保持專注 球,Baseball
316,[分享] 過去十年季後賽場均人數,Baseball
317,[新聞] 黑豹旗／莊欽宇好投開轟　被譽「澎湖大谷」笑回：沒那麼好,Baseball
318,[新聞] 遭9棒狙擊 Verlander:對方打線很深,Baseball
319,[分享] 中職球員最愛&最經典的球衣(同場加映穿球,Baseball
320,[新聞] MLB／從3戰16轟變成機關槍打線 韋蘭德優,Baseball
321,[分享] 味全贏球自力封王只有一種情況,Baseball
322,[分享] 昨日肯特,Baseball
323,[新聞] 第3張季後賽門票之爭 桃猿、兄弟晉級條,Baseball
324,[新聞] 味全龍2個王座不同捷徑 想拋彩帶要走全,Baseball
325,[分享] 羅德洋砲 Polanco傳多支球隊想要,Baseball
326,[炸裂] Leody Taveras,Baseball
327,Re: [新聞] 第3張季後賽門票之爭 桃猿、兄弟晉級條,Baseball
328,[分享] 龍隊歷年季後賽對各隊晉級率奪冠率,Baseball
329,[新聞] WCY-大谷翔平FA轉隊路線變更？美媒曝許,Baseball
330,Re: [新聞] 第3張季後賽門票之爭 桃猿、兄弟晉級條,Baseball
331,[問題] 前年洋基為啥在季後賽捨棄Montgomery？,Baseball
332,[炸裂] 莊欽宇,Baseball
333,[新聞] 巨人證實面試女教練納肯 為新球季總教練,Baseball
334,[分享] Evan Carter外野牆前接殺美技影片,Baseball
335,[分享] 今日 遊騎兵投手群(完封太空人！！！),Baseball
336,[分享] 明日MLB ALCS G2/NLCS G1 先發投手,Baseball
337,[分享] 今日Justin Verlander,Baseball
338,[新聞] 韓職20勝200K三冠王將被挖角？ 日職這兩,Baseball
339,[情報] 今天是2023季後賽第一次雙方SP都投6+IP,Baseball
340,[分享] 今日Evan Carter 德州卡仔,Baseball
341,[分享] 2023年黑豹旗10/16預賽賽程,Baseball
342,[新聞] 代班終結者無妨 吳俊偉確定提前拿下中繼,Baseball
343,[新聞] 伍鐸差2.1局年資滿8年後年取得「本土洋將,Baseball
344,[情報] ALCS條子名單出來（薛蛇確定有）,Baseball
345,[公告] Baseball 板 開始舉辦樂透!,Baseball
346,[討論] 運科救得了富邦嗎？,Baseball
347,[新聞] 亞運真的有機會拿金牌　林子偉：自己壓,Baseball
348,[新聞] 徐若熙飆156公里相隔771天奪勝投 葉總：,Baseball
349,[分享] 9月富邦平均得分為2.5分,Baseball
350,[新聞] 連同比賽「喊卡」前單場4安 冉承霖平常,Baseball
351,[新聞] 球員生涯正式結束 高國輝昨天就有心理,Baseball
352,[問題] 板上有球迷也會關注球員推薦的美食嗎？,Baseball
353,[LIVE] (MLB) TEX @ HOU 2023美聯冠軍系列戰 G1,Baseball
354,[新聞] SPC-MLB》大谷翔平意外落腳處？ 高層認,Baseball
355,[分享] 今永昇太 加入Octagon經紀公司,Baseball
356,[討論] 盜壘戰術的運用-中職應該要更大膽的盜,Baseball
357,[新聞] 旅日風潮成過去式 明年恐剩宋家豪站穩一,Baseball
358,[分享] Trevor Bauer希望去DH制聯盟 軟銀開始調查,Baseball
359,[新聞] 紐時：大聯盟三振過多有損精采度 改規則,Baseball
360,[LIVE] 10/16 2023年黑豹旗預賽,Baseball
0,[Live] 熱身賽  金塊 @ 快艇,NBA
1,[情報] 哈登開季留在七六人機率大增,NBA
2,[花邊] KD：我想打美國隊，希望他們會挑我,NBA
3,[BOX ] Bucks 101:124 Thunder (Preseason),NBA
4,[BOX ] Maccabi Ra'anana 111:138 Timberwolves (Preseason),NBA
5,[公告] 板規10.1,NBA
6,[情報] 2023-24賽季 季前熱身賽賽程,NBA
7,[情報] 2023年 季中錦標賽 對戰圖,NBA
8,[情報] 2023-24賽季 例行賽賽程 (十月、十一月),NBA
9,[花邊] Charles Leclerc至籃網主場觀看熱身賽,NBA
10,[花邊] 湖鹿之戰中，有人偷走八村壘的位子,NBA
11,[新聞] NBA／新狼王愛德華有望黃袍加身 傳尼克密切關注唐斯,NBA
12,[外絮] Ayton:我要打好每一場比賽，讓一些人閉嘴,NBA
13,[新聞] 感受到Lillard加盟好處　字母哥：我空檔,NBA
14,[花邊] 塞爾維亞奧委會主席透露Jokic會打巴黎奧運,NBA
15,[情報] 火箭雷霆交易，雷霆裁掉KPJ,NBA
16,[Live] 熱身賽  鵜鶘 @ 魔術,NBA
17,[花邊] KPJ女友說KPJ沒打過他,NBA
18,[Live] 熱身賽  尼克 @ 青賽,NBA
19,[Live] 熱身賽  暴龍 @ 公牛,NBA
20,[Live] 熱身賽  公鹿 @ 雷霆,NBA
21,[花邊] Jokic在球隊練習時持續關注馬匹近況,NBA
22,[Live] 熱身賽   Maccabi Ra'anana @ 灰狼,NBA
23,[花邊] 爵士推出一款引起球迷強烈反彈的服飾,NBA
24,[花邊] 星宇招待前快艇球員吃台灣美食,NBA
25,[情報] Victor Wembanyama 明天對火箭預計將出賽,NBA
26,[BOX ] Pelicans 104:92 Magic (Preseason),NBA
27,[BOX ] Knicks 110:123 Celtics (Preseason),NBA
28,[Live] 熱身賽  火箭 @ 馬刺,NBA
29,[情報] 湖人隊宣布裁掉 Scotty Pippen Jr.,NBA
30,[花邊] Dlo: 我的防守端啟發是 Derrick White,NBA
31,[Live] 熱身賽  破壞者 @ 爵士,NBA
32,[花邊] 有男球迷將西門的臉刺青在胸部上,NBA
33,[BOX ] Maccabi Ra'anana 89:120 Cavaliers (Preseason),NBA
34,[Live] 熱身賽  拓荒者 @ 太陽,NBA
35,[BOX ] Hawks 112:116 Pacers (Preseason),NBA
36,[BOX ] 76ers 127:119 Nets (Preseason),NBA
37,[花邊] 小李妻子:小李從來沒有單獨照顧過小孩,NBA
38,[BOX ] Rockets 99:89 Spurs (Preseason),NBA
39,[新聞] KBM-冠軍教頭納斯大讚西蒙斯　「他看起,NBA
40,[BOX ] Breakers 94:114 Jazz (Preseason),NBA
41,[花邊] 麥布朗：LBJ 連續投入21個球季真的扯,NBA
42,[花邊] Simmons談背後傳球：對我來說傳出那樣的,NBA
43,[情報] Ayton:很慶幸成為真正重視我的組織的一員,NBA
44,[BOX ] Trail Blazers 106:117 Suns (Preseason),NBA
45,[討論] ticketmaster APP無法下載-客服回答,NBA
46,[花邊] KD限時動態發與WNBA球員Howard的合照,NBA
47,[花邊] Jimmy Butler的最佳五人,NBA
48,[花邊] 多名尼克前球員回到主場,NBA
49,[新聞] KBM-苦練的成果自己都被嚇到　新秀三分,NBA
50,[情報] Woj：談判陷僵局，Klay 可能進入FA市場,NBA
51,[BOX ] Bulls 102:116 Nuggets 熱身賽數據,NBA
52,[花邊] Adebayo: 有很多人只看數據,NBA
53,[BOX ] Warriors 121:115 Kings 熱身賽數據,NBA
54,[花邊] 字母哥:只是個季前賽，小李就被包夾,NBA
55,[花邊] 字母展現夢幻腳步  Arenas:走步了,NBA
56,[花邊] LBJ 去看女兒 Zhuri 的排球比賽,NBA
57,[新聞] NBA／盼比肩傳奇一人一城 安戴托昆波：,NBA
58,[新聞] NBA／恐成美國隊奪金最大阻礙！威金斯盼,NBA
59,[新聞] 新賽季衝擊多項里程碑 詹姆斯將創4萬分空前紀錄,NBA
60,[花邊] 上季第四節得分排名 KI第一 Fox第二,NBA
61,[花邊] Isaiah Thomas: 我想要打籃球,NBA
62,[Live] 熱身賽  老鷹 @ 溜馬,NBA
63,[情報] Porter Jr.其中一項二級襲擊罪不起訴,NBA
64,[Live] 熱身賽  七六人 @ 籃網,NBA
65,[Live] 熱身賽    Maccabi Ra'anana @ 騎士,NBA
66,[情報] Lillard：不知為何人們覺得我很快會衰退,NBA
67,[情報] Derrick Favors 加盟G-League,NBA
68,[新聞] 尋求冠軍助力 柯爾大讚保羅是「最聰明的球員」,NBA
69,[花邊] 斑馬跟Reggie Miller背靠背比身高,NBA
70,Re: [花邊] Kenneth Lofton Jr.體重超過136公斤,NBA
71,[花邊] Nikola Jokic 在休息室看賽馬轉播,NBA
72,[情報] Monty：在太陽時CP3會跟我說誰需要輪休,NBA
73,[新聞] NBA／拓荒者「韓流」興起！布克大讚新,NBA
74,[Live] 熱身賽  雷霆 @ 黃蜂,NBA
75,[Live] 熱身賽  灰熊 @ 熱火,NBA
76,[Live] 熱身賽  太攀蛇 @ 暴龍,NBA
77,[Live] 熱身賽  公鹿 @ 湖人,NBA
78,[BOX ] Thunder 115:117 Hornets 熱身賽數據,NBA
79,[情報] Victor Wembanyama將缺席明天對火箭熱身賽,NBA
80,[Live] 熱身賽  公牛 @ 金塊,NBA
81,[情報] Jalen Green 因腳指甲問題缺席明天比賽,NBA
82,[Live] 熱身賽  勇士 @ 國王,NBA
83,[BOX ] Grizzlies 124:132 Heat 熱身賽數據,NBA
84,[BOX ] Taipans 93:134 Raptors 熱身賽數據,NBA
85,[BOX ] Bucks 108:97 Lakers 熱身賽數據,NBA
86,[情報] Josh Christopher 跟爵士隊簽下雙向合約,NBA
87,[新聞] 連Morey名字都不想提　Harden：關係已,NBA
88,[情報] 2023-24賽季 例行賽賽程 (十月、十一月),NBA
89,[花邊] Victor Wembanyama 賽後去重訓,NBA
90,[新聞] 鄉村曼巴表態願參戰奧運 里夫斯：邀請,NBA
91,Re: [情報] 美媒列出Jokic和Giannis的榮譽對比,NBA
92,[花邊] Thomas Bryant不敢相信斑馬灌在他頭上,NBA
93,[BOX ] Pelicans 105:110 Hawks (Preseason),NBA
94,[Live] 熱身賽  灰狼 @ 尼克,NBA
95,[花邊] Tyronn Lue與快艇球員對賭罰球,NBA
96,[Live] 熱身賽  拓荒者 @ 爵士,NBA
97,[花邊] SGA的最佳五人名單,NBA
98,[BOX ] Timberwolves 121:112 Knicks (Preseason),NBA
99,[花邊] Kai Jones推特轉發數學題2+5（8-5）=？,NBA
100,[情報] Jeff Van Gundy 將擔任賽爾提克顧問,NBA
101,[BOX ] Trail Blazers 133:138 Jazz (Preseason),NBA
102,[新聞] 自曝收過哈登祝賀 Poole：他沒遇到勇士可,NBA
103,[新聞] 好慘！鵜鶘熱身賽3戰全敗　還傷了Jones、,NBA
104,[新聞] 球季還沒開始　Brooks就惡性犯規遭罰款,NBA
105,[討論]頗有名氣但其實沒拿過MVP的球員?,NBA
106,Re: [討論]頗有名氣但其實沒拿過MVP的球員?,NBA
107,[情報] 美媒列出Jokic和Giannis的榮譽對比,NBA
108,[情報] Miles Bridges自首以及逮捕後續,NBA
109,[花邊] 哈登：我與莫雷的關係回不去了,NBA
110,Re: [情報] Miles Bridges自首以及逮捕後續,NBA
111,Re: [情報] 美媒列出Jokic和Giannis的榮譽對比,NBA
112,[情報] Dwight Howard 早期的NBA飲食菜單,NBA
113,[Live] 熱身賽  熱火 @ 馬刺,NBA
114,[花邊] Woj：莫雷希望能用快艇包換全明星後衛,NBA
115,[Live] 熱身賽  勇士 @ 湖人,NBA
116,[BOX ] Heat 104:120 Spurs 熱身賽數據,NBA
117,[情報] Robert Williams 在訓練中撞到膝蓋,NBA
118,[新聞] 溫班亞瑪攻守發揮滅熱火 波總：我只幫他,NBA
119,[外絮] Mikey Williams面臨最高28年刑期的起訴,NBA
120,[花邊] LeBron 直接在場邊吃便當,NBA
121,[BOX ] Warriors 129:125 Lakers (Preseason),NBA
122,[新聞] 熱身賽兩戰砍50分 Kuminga感謝Paul、Gay,NBA
123,[新聞] Chris Paul有望繼續打先發　勇士可能不會,NBA
124,Re: [情報] Dwight Howard 早期的NBA飲食菜單,NBA
125,Re: [花邊] 一名西雅圖Westbrook粉絲穿著8件球衣去看比賽,NBA
126,[BOX ] Rockets 120:87 Pelicans (Preseason),NBA
127,[花邊] 渡邊對日本籃協說國家隊沒有退役的概念的反應,NBA
128,[BOX ] Nuggets 124:133 Bulls (Preseason),NBA
129,[花邊] Joel Embiid 穿哈波球衣去費城人主場觀賽,NBA
130,[新聞] 長榮航空首度跨足NBA籃壇 宣布與休士頓,NBA
131,[花邊] Mann：如果不在園區，我們20年本可以奪冠,NBA
132,Re: [花邊] 日本籃協：國家隊沒有退役的概念,NBA
133,[花邊] Shaq：LBJ會把得分紀錄推到6、70年摸不到,NBA
134,[BOX ] Suns 122:111 Trail Blazers (Preseason),NBA
135,[公告] NBA 樂透開獎,NBA
136,Re: [花邊] Mann：如果不在園區，我們20年本可以奪冠,NBA
137,[新聞] KBM-羅素降薪續留湖人　新賽季誓言做好,NBA
138,[情報] 槍西：會讓艾頓自由發揮，年輕人多跑跑,NBA
139,[新聞] 克萊湯普森不會追求頂薪 預計與勇士續約4,NBA
140,[外絮] Nurkic:很享受在拓荒者的時光,NBA
141,Re: [新聞] 克萊湯普森不會追求頂薪 預計與勇士續約4,NBA
